weight
0.954565396
0.949739461
0.944913526
0.94008759
0.935261655
0.921615111
0.907968566
0.894322022
0.880675477
0.872524495
0.864373514
0.856222532
0.84807155
0.842599078
0.837126606
0.831654133
0.826181661
0.824542229
0.822902796
0.821263364
0.819623931
0.824149688
0.828675446
0.833201204
0.837726961
0.849572439
0.861417917
0.873263394
0.885108872
0.90233446
0.919560047
0.936785635
0.954011222
0.964979257
0.975947292
0.986915327
0.997883362
1.00471818
1.011552997
1.018387815
1.025222632
1.03205745
1.038892267
1.045727085
1.052561902
1.056949116
1.06133633
1.065723544
1.070110758
1.070387845
1.070664933
1.07094202
1.071219107
1.069210225
1.067201343
1.06519246
1.063183578
1.061290149
1.05939672
1.05750329
1.055609861
1.053023714
1.050437567
1.04785142
1.045265273
1.046812343
1.048359413
1.049906483
1.051453553
1.065585
1.079716448
1.093847895
1.107979342
1.118231568
1.128483795
1.138736021
1.148988247
1.144554852
1.140121457
1.135688061
1.131254666
1.126059281
1.120863896
1.115668511
1.110473126
1.103407403
1.096341679
1.089275956
1.082210232
1.072997083
1.063783934
1.054570784
1.045357635
1.022659575
0.999961516
0.977263456
