solar_weight
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.000885651
0.040313666
0.114446535
0.236583275
0.39665404
0.562105668
0.77979132
1.021045891
1.289230216
1.523387429
1.779047795
1.914382437
2.021970949
2.154966417
2.193559142
2.348583962
2.400465068
2.448281302
2.472890528
2.473254907
2.497560232
2.511866392
2.518998948
2.515048072
2.515062122
2.518126605
2.523725841
2.515935085
2.523679593
2.527197904
2.521031667
2.521595437
2.520880912
2.512566575
2.472329703
2.365759548
2.366608978
2.32177847
2.273640688
2.190692859
2.109714352
2.005431313
1.904794731
1.732897368
1.606671559
1.478810524
1.350949489
1.223088454
1.09522742
0.967366385
0.83950535
0.711644315
0.58378328
0.455922245
0.32806121
0.200200175
0
0
0
0
0
0
0
0
0
0
0
0
