solar_weight
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.083128983
0.166257966
0.249386948
0.332515931
0.535889589
0.739263248
0.942636905
1.146010564
1.409125234
1.672239904
1.935354574
2.198469245
2.278293406
2.358117567
2.437941728
2.517765888
2.43946703
2.361168172
2.282869313
2.204570455
2.28490305
2.365235645
2.44556824
2.525900835
2.233551201
1.941201567
1.648851934
1.3565023
1.110165957
0.863829614
0.61749327
0.371156926
0.728840348
1.08652377
1.444207191
1.801890612
1.937388311
2.072886012
2.208383711
2.343881411
2.027381155
1.7108809
1.394380644
1.077880388
0.815274152
0.552667916
0.29006168
0.027455444
0.020591583
0.013727722
0.006863861
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
